Document Type,Document Link,Description,Date
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006940/0001127602-21-006940-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006940 Size: 10 KB",2/22/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006938/0001127602-21-006938-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006938 Size: 11 KB",2/22/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006935/0001127602-21-006935-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006935 Size: 11 KB",2/22/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006933/0001127602-21-006933-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006933 Size: 8 KB",2/22/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006931/0001127602-21-006931-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006931 Size: 6 KB",2/22/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006495/0001127602-21-006495-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006495 Size: 10 KB",2/18/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006473/0001127602-21-006473-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006473 Size: 7 KB",2/18/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221006470/0001127602-21-006470-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-006470 Size: 7 KB",2/18/2021
SC 13G/A,https://www.sec.gov/Archives/edgar/data/21344/000110465921017780/0001104659-21-017780-index.htm,"[Amend] Statement of Beneficial Ownership by Certain Investors
Acc-no: 0001104659-21-017780 (34 Act)  Size: 13 KB",2/10/2021
SC 13G/A,https://www.sec.gov/Archives/edgar/data/21344/000083423721003054/0000834237-21-003054-index.htm,"[Amend] Statement of Beneficial Ownership by Certain Investors
Acc-no: 0000834237-21-003054 (34 Act)  Size: 13 KB",1/29/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760221000975/0001127602-21-000975-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-21-000975 Size: 10 KB",1/6/2021
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220031110/0001127602-20-031110-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-031110 Size: 6 KB",12/10/2020
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000155278120000604/0001552781-20-000604-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0001552781-20-000604 Size: 186 KB",12/10/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220028578/0001127602-20-028578-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-028578 Size: 10 KB",11/10/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220028418/0001127602-20-028418-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-028418 Size: 12 KB",11/9/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220028216/0001127602-20-028216-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-028216 Size: 10 KB",11/5/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220028069/0001127602-20-028069-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-028069 Size: 9 KB",11/4/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220027639/0001127602-20-027639-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-027639 Size: 10 KB",10/29/2020
25-NSE,https://www.sec.gov/Archives/edgar/data/21344/000087666120000960/0000876661-20-000960-index.htm,"Notification filed by national security exchange to report the removal from listing and registration of matured, redeemed or retired securities
Acc-no: 0000876661-20-000960 (34 Act)  Size: 3 KB",10/21/2020
25-NSE,https://www.sec.gov/Archives/edgar/data/21344/000087666120000948/0000876661-20-000948-index.htm,"Notification filed by national security exchange to report the removal from listing and registration of matured, redeemed or retired securities
Acc-no: 0000876661-20-000948 (34 Act)  Size: 3 KB",10/20/2020
25-NSE,https://www.sec.gov/Archives/edgar/data/21344/000087666120000947/0000876661-20-000947-index.htm,"Notification filed by national security exchange to report the removal from listing and registration of matured, redeemed or retired securities
Acc-no: 0000876661-20-000947 (34 Act)  Size: 3 KB",10/20/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220026984/0001127602-20-026984-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-026984 Size: 7 KB",10/15/2020
3,https://www.sec.gov/Archives/edgar/data/21344/000112760220026710/0001127602-20-026710-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-20-026710 Size: 20 KB",10/8/2020
CERT,https://www.sec.gov/Archives/edgar/data/21344/000087666120000786/0000876661-20-000786-index.htm,"Certification by an exchange approving securities for listing
Acc-no: 0000876661-20-000786 (34 Act)  Size: 669 KB",9/18/2020
8-A12B,https://www.sec.gov/Archives/edgar/data/21344/000155278120000489/0001552781-20-000489-index.htm,"Registration of securities [Section 12(b)]
Acc-no: 0001552781-20-000489 (34 Act)  Size: 228 KB",9/18/2020
424B2,https://www.sec.gov/Archives/edgar/data/21344/000155278120000486/0001552781-20-000486-index.htm,"Prospectus [Rule 424(b)(2)]
Acc-no: 0001552781-20-000486 (33 Act)  Size: 474 KB",9/16/2020
424B2,https://www.sec.gov/Archives/edgar/data/21344/000155278120000485/0001552781-20-000485-index.htm,"Prospectus [Rule 424(b)(2)]
Acc-no: 0001552781-20-000485 (33 Act)  Size: 572 KB",9/16/2020
FWP,https://www.sec.gov/Archives/edgar/data/21344/000155278120000481/0001552781-20-000481-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001552781-20-000481 (34 Act)  Size: 27 KB",9/15/2020
FWP,https://www.sec.gov/Archives/edgar/data/21344/000155278120000479/0001552781-20-000479-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001552781-20-000479 (34 Act)  Size: 32 KB",9/14/2020
424B5,https://www.sec.gov/Archives/edgar/data/21344/000155278120000476/0001552781-20-000476-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001552781-20-000476 (33 Act)  Size: 465 KB",9/14/2020
424B5,https://www.sec.gov/Archives/edgar/data/21344/000155278120000472/0001552781-20-000472-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001552781-20-000472 (33 Act)  Size: 573 KB",9/14/2020
3,https://www.sec.gov/Archives/edgar/data/21344/000112760220025032/0001127602-20-025032-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-20-025032 Size: 2 KB",9/9/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220023579/0001127602-20-023579-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-023579 Size: 11 KB",8/14/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220023321/0001127602-20-023321-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-023321 Size: 14 KB",8/11/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220022477/0001127602-20-022477-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-022477 Size: 11 KB",8/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220022277/0001127602-20-022277-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-022277 Size: 15 KB",7/30/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220022169/0001127602-20-022169-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-022169 Size: 14 KB",7/28/2020
UPLOAD,https://www.sec.gov/Archives/edgar/data/21344/000000000020006256/0000000000-20-006256-index.htm,"[Cover]SEC-generated letter
Acc-no: 0000000000-20-006256 Size: 39 KB",7/10/2020
CORRESP,https://www.sec.gov/Archives/edgar/data/21344/000002134420000030/0000021344-20-000030-index.htm,"[Cover]Correspondence
Acc-no: 0000021344-20-000030 Size: 30 KB",7/10/2020
CORRESP,https://www.sec.gov/Archives/edgar/data/21344/000002134420000027/0000021344-20-000027-index.htm,"[Cover]Correspondence
Acc-no: 0000021344-20-000027 Size: 38 KB",6/15/2020
11-K,https://www.sec.gov/Archives/edgar/data/21344/000002134420000023/0000021344-20-000023-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0000021344-20-000023 (34 Act)  Size: 297 KB",6/15/2020
11-K,https://www.sec.gov/Archives/edgar/data/21344/000002134420000022/0000021344-20-000022-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0000021344-20-000022 (34 Act)  Size: 326 KB",6/15/2020
UPLOAD,https://www.sec.gov/Archives/edgar/data/21344/000000000020004904/0000000000-20-004904-index.htm,"[Cover]SEC-generated letter
Acc-no: 0000000000-20-004904 Size: 46 KB",6/2/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220015618/0001127602-20-015618-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-015618 Size: 14 KB",5/6/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220015401/0001127602-20-015401-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-015401 Size: 16 KB",5/5/2020
424B2,https://www.sec.gov/Archives/edgar/data/21344/000104746920002747/0001047469-20-002747-index.htm,"Prospectus [Rule 424(b)(2)]
Acc-no: 0001047469-20-002747 (33 Act)  Size: 514 KB",5/1/2020
FWP,https://www.sec.gov/Archives/edgar/data/21344/000110465920053757/0001104659-20-053757-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001104659-20-053757 (34 Act)  Size: 33 KB",4/30/2020
424B5,https://www.sec.gov/Archives/edgar/data/21344/000104746920002676/0001047469-20-002676-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001047469-20-002676 (33 Act)  Size: 513 KB",4/29/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220014594/0001127602-20-014594-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-014594 Size: 9 KB",4/28/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220014348/0001127602-20-014348-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-014348 Size: 10 KB",4/23/2020
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000120677420001104/0001206774-20-001104-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001206774-20-001104 (34 Act)  Size: 67 KB",4/8/2020
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000120677420001103/0001206774-20-001103-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001206774-20-001103 (34 Act)  Size: 68 KB",4/8/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013044/0001127602-20-013044-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013044 Size: 10 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013037/0001127602-20-013037-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013037 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013030/0001127602-20-013030-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013030 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013024/0001127602-20-013024-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013024 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013019/0001127602-20-013019-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013019 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013017/0001127602-20-013017-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013017 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013015/0001127602-20-013015-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013015 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013006/0001127602-20-013006-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013006 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220013001/0001127602-20-013001-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-013001 Size: 7 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220012996/0001127602-20-012996-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-012996 Size: 8 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220012993/0001127602-20-012993-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-012993 Size: 6 KB",4/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220012991/0001127602-20-012991-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-012991 Size: 6 KB",4/3/2020
424B2,https://www.sec.gov/Archives/edgar/data/21344/000104746920001734/0001047469-20-001734-index.htm,"Prospectus [Rule 424(b)(2)]
Acc-no: 0001047469-20-001734 (33 Act)  Size: 495 KB",3/24/2020
FWP,https://www.sec.gov/Archives/edgar/data/21344/000110465920036916/0001104659-20-036916-index.htm,"Filing under Securities Act Rules 163/433 of free writing prospectuses
Acc-no: 0001104659-20-036916 (34 Act)  Size: 33 KB",3/20/2020
424B5,https://www.sec.gov/Archives/edgar/data/21344/000104746920001631/0001047469-20-001631-index.htm,"Prospectus [Rule 424(b)(5)]
Acc-no: 0001047469-20-001631 (33 Act)  Size: 494 KB",3/20/2020
3,https://www.sec.gov/Archives/edgar/data/21344/000112760220010056/0001127602-20-010056-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-20-010056 Size: 15 KB",3/10/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220009778/0001127602-20-009778-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-009778 Size: 11 KB",3/6/2020
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000120677420000707/0001206774-20-000707-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001206774-20-000707 (34 Act)  Size: 1 MB",3/5/2020
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000120677420000705/0001206774-20-000705-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001206774-20-000705 (34 Act)  Size: 264 KB",3/5/2020
DEF 14A,https://www.sec.gov/Archives/edgar/data/21344/000120677420000704/0001206774-20-000704-index.htm,"Other definitive proxy statements
Acc-no: 0001206774-20-000704 (34 Act)  Size: 9 MB",3/5/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220008921/0001127602-20-008921-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-008921 Size: 7 KB",3/3/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220007968/0001127602-20-007968-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-007968 Size: 21 KB",2/26/2020
4,https://www.sec.gov/Archives/edgar/data/21344/000112760220007699/0001127602-20-007699-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-20-007699 Size: 7 KB",2/25/2020
